# DELETION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	deletion span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
NDE2,NDE1	YDL085W,YMR145C	Oxidative Phosphorylation	phase 2	23	1.0	0.5353650069517437	0.0	23.800000000000068	16.0	0.02074340867030759	10.499999999999979	6.0	0.2065956103138944	5.799999999999995	1.0	0.2679875164510818	dead (regular)
COX5B,COX6,COX4,COX8,COX7,COX13,COX12,COX11,COX23,COX16,COX18,COX20,COX19	YIL111W,YHR051W,YGL187C,YLR395C,YMR256C,YGL191W,YLR038C,YPL132W,YHR116W,YJL003W,YGR062C,YDR231C,YLL018C-A	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.5809554688660682	-0.7262899369272122	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
SOD1,SOD2	YJR104C,YHR008C	Oxidative stress	phase 2	17	0.7391304347826086	0.13465771110792127	-0.30146402015252216	23.800000000000068	16.0	0.02074340867030759	1.5000000000000002	1.0	0.06861967503328446	0.0	0.0	NaN	dead (regular)
GPX1,GPX2	YKL026C,YBR244W	Oxidative stress	phase 2	23	1.0	0.34201519338473135	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20658935971786174	5.799999999999995	1.0	0.2679794189047898	dead (regular)
TRX1,TRX2	YLR043C,YGR209C	Oxidative stress	phase 2	22	0.9565217391304348	0.7250469096803841	-0.15812974067330696	23.800000000000068	16.0	0.02074340867030759	8.599999999999985	5.0	0.19100028418090148	4.300000000000001	1.0	0.24791738873956537	dead (regular)
QCR6	YFR033C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
QCR7	YDR529C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COB	Q0105	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ADH1	YOL086C	Anaerobic excretion	phase 3	23	1.0	0.9719874299362876	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
TDH2	YJR009C	Glycolysis	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TDH3	YGR192C	Glycolysis	phase 3	23	1.0	0.9638845916078399	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TDH1	YJL052W	Glycolysis	phase 3	23	1.0	0.9698308675451889	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
COX1	Q0045	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705462	-0.16503977332640252	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX2	Q0250	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705462	-0.16503977332640252	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX3	Q0275	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705462	-0.16503977332640252	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX5B	YIL111W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX6	YHR051W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
CDC19	YAL038W	Glycolysis	phase 3	23	1.0	0.9721051853506516	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PGK1	YCR012W	Glycolysis	phase 3	22	0.9565217391304348	0.9712630638059921	-1.5129748201421382	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
ATP2	YJR121W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925862	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP6	Q0085	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP8	Q0080	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
CIT1	YNR001C	TCA	phase 3	23	1.0	0.5951385724371507	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ENO1	YGR254W	Glycolysis	phase 3	23	1.0	0.9717793710387532	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
ENO2	YHR174W	Glycolysis	phase 3	23	1.0	0.9717793710387534	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
TPI1	YDR050C	Glycolysis	phase 3	23	1.0	0.9971599895838142	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	12.499999999999972	1.0	0.269793792618636	dead (regular)
GPM1	YKL152C	Glycolysis	phase 3	22	0.9565217391304348	0.991772532307268	-5.284525262611883	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
COX4	YGL187C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX8	YLR395C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
GAL1	YBR020W	Galactose metabolism	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GAL10	YBR019C	Galactose metabolism	phase 3	23	1.0	0.7373117239632492	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
HXK1	YFR053C	Glycolysis	phase 3	23	1.0	0.9657871950172598	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
HXK2	YGL253W	Glycolysis	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ATP4	YPL078C	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
PDC1	YLR044C	Anaerobic excretion	phase 3	23	1.0	0.9965984682465334	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
CYT1	YOR065W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ADK1	YDR226W	Salvage pathways	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ATP1	YBL099W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925862	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX9	YDL067C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705462	-0.16503977332640252	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COR1	YBL045C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
QCR2	YPR191W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
RIP1	YEL024W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
FUM1	YPL262W	TCA	phase 3	22	0.9565217391304348	0.7646117292184283	-0.1847086973586328	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
GAL7	YBR018C	Galactose metabolism	phase 3	23	1.0	0.7373117239632498	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
QCR8	YJL166W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
FBP1	YLR377C	Glycolysis	phase 3	23	1.0	0.4648725433911078	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
ATP5	YDR298C	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
LPD1	YFL018C	Other	phase 3	23	1.0	0.7679351972893576	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	9.599999999999982	1.0	0.2700900715056735	dead (regular)
ERR1	YOR393W	Glycolysis	phase 3	23	1.0	0.9717793710387529	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
ERR2	YPL281C	Glycolysis	phase 3	23	1.0	0.7779165559838305	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
COX7	YMR256C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
PCK1	YKR097W	Other	phase 3	23	1.0	0.5606457780683234	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
PYC1	YGL062W	TCA	phase 3	23	1.0	0.9376627225642568	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ZWF1	YNL241C	Pentose phosphate	phase 3	22	0.9565217391304348	0.9526553710695215	-0.9183356560552882	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
LAT1	YNL071W	Other	phase 3	23	1.0	0.7679351972893581	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	9.599999999999982	1.0	0.2700900715056735	dead (regular)
PGI1	YBR196C	Glycolysis	phase 3	23	1.0	0.9925529100287694	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	15.59999999999996	1.0	0.26947765026789483	dead (regular)
FBA1	YKL060C	Glycolysis	phase 3	22	0.9565217391304348	0.9697794149401584	-1.438696861211367	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
TAL1	YLR354C	Pentose phosphate	phase 3	22	0.9565217391304348	0.9946017051961977	-8.05407308228921	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
PDA1	YER178W	Other	phase 3	23	1.0	0.7679351972893576	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	9.599999999999982	1.0	0.2700900715056735	dead (regular)
PDX1	YGR193C	Other	phase 3	23	1.0	0.7679351972893581	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	9.599999999999982	1.0	0.2700900715056735	dead (regular)
PDC5	YLR134W	Anaerobic excretion	phase 3	23	1.0	0.9702145801879044	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PFK1	YGR240C	Glycolysis	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PFK2	YMR205C	Glycolysis	phase 3	22	0.9565217391304348	0.9671628269371414	-1.3240561477791304	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
MDH1	YKL085W	TCA	phase 3	22	0.9565217391304348	0.6959208105034103	-0.14298334898071946	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
GLK1	YCL040W	Glycolysis	phase 3	23	1.0	0.9646482283038864	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ACO1	YLR304C	TCA	phase 3	22	0.9565217391304348	0.9468610696199573	-0.8181997747906169	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX11	YPL132W	Oxidative Phosphorylation	phase 3	23	1.0	0.971778044611791	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
KGD1	YIL125W	TCA	phase 3	22	0.9565217391304348	0.5635793976035443	-0.09962467544112055	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP15	YPL271W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
SDH2	YLL041C	TCA	phase 3	22	0.9565217391304348	0.5635350503952365	-0.09961455303326539	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
DAL7	YIR031C	Anaplerotic reactions 	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
IDP1	YDL066W	TCA	phase 3	22	0.9565217391304348	0.5905476758439782	-0.1061863819168305	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
QCR9	YGR183C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
TKL1	YPR074C	Pentose phosphate	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PDC6	YGR087C	Anaerobic excretion	phase 3	23	1.0	0.9701976679811868	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ICL1	YER065C	Anaplerotic reactions 	phase 3	23	1.0	0.44073683266956304	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ATP7	YKL016C	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
MLS1	YNL117W	Anaplerotic reactions 	phase 3	23	1.0	0.4407368326695632	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PYC2	YBR218C	TCA	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
NDI1	YML120C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7517069481753078	-0.17510864903405804	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
PDB1	YBR221C	Other	phase 3	23	1.0	0.7679351972893576	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	9.599999999999982	1.0	0.2700900715056735	dead (regular)
COX13	YGL191W	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
TKL2	YBR117C	Pentose phosphate	phase 3	23	1.0	0.7365344140370926	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.099999999999994	1.0	0.27044833670263035	dead (regular)
PGM1	YKL127W	Galactose metabolism	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
SDH3	YKL141W	TCA	phase 3	22	0.9565217391304348	0.5635350503952365	-0.09961455303326539	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
PGM2	YMR105C	Galactose metabolism	phase 3	23	1.0	0.7794502467049864	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
SDH4	YDR178W	TCA	phase 3	22	0.9565217391304348	0.5635350503952365	-0.09961455303326539	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
QCR10	YHR001W-A	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.7365588912705469	-0.1650397733264029	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP3	YBR039W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ADH5	YBR145W	Anaerobic excretion	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GND1	YHR183W	Pentose phosphate	phase 3	23	1.0	0.9533907896539823	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
COX23	YHR116W	Oxidative Phosphorylation	phase 3	23	1.0	0.971778044611791	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
SOL3	YHR163W	Pentose phosphate	phase 3	23	1.0	0.9534538067168342	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 3	23	1.0	0.6305819998194951	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GPP2	YER062C	Anaerobic excretion	phase 3	23	1.0	0.46491228070175356	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
NDE1	YMR145C	Oxidative Phosphorylation	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GPP1	YIL053W	Anaerobic excretion	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GPD2	YOL059W	Anaerobic excretion	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ERR3	YMR323W	Glycolysis	phase 3	23	1.0	0.971779371038754	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
CIT3	YPR001W	TCA	phase 3	23	1.0	0.5048063639145095	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 3	23	1.0	0.5035129921843873	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
RPE1	YJL121C	Pentose phosphate	phase 3	23	1.0	0.9518736907564044	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.299999999999994	1.0	0.2704278441318048	dead (regular)
SDH9	YJL045W	TCA	phase 3	23	1.0	0.30177439218397206	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
COX16	YJL003W	Oxidative Phosphorylation	phase 3	23	1.0	0.971778044611791	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 3	23	1.0	0.4554670144030942	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PYK2	YOR347C	Glycolysis	phase 3	23	1.0	0.7575503253997015	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ACS2	YLR153C	Other	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.299999999999994	1.0	0.2704278441318048	dead (regular)
COX18	YGR062C	Oxidative Phosphorylation	phase 3	23	1.0	0.971778044611791	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
LSC2	YGR244C	TCA	phase 3	22	0.9565217391304348	0.5635793976035444	-0.09962467544112057	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
SOL4	YGR248W	Pentose phosphate	phase 3	23	1.0	0.9387765044235432	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GND2	YGR256W	Pentose phosphate	phase 3	23	1.0	0.9386544141769817	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
LSC1	YOR142W	TCA	phase 3	22	0.9565217391304348	0.5635793976035444	-0.09962467544112057	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ALD6	YPL061W	Anaerobic excretion	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
OLI1	Q0130	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925862	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
TIM11	YDR322C-A	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP18	YML081C-A	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP19	YOL077W-A	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
